Timestamp,Channel,CPU,Event type,Contents,TID,Prio,PID,Source
09:32:48.286 908 184,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 908 353,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337376080, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 908 668,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=4096, prot=3, flags=34, fd=-1, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 909 215,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c2bd9b000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 910 616,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2105448, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 911 496,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29c84000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 911 637,kernel_1,1,syscall_entry_mprotect,"start=140102534193152, len=2093056, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 913 127,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 913 271,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29e85000, len=8192, prot=3, flags=2066, fd=5, offset=4096, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 914 632,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29e85000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 918 755,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 918 909,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 920 967,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 921 969,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 922 570,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libxcb-randr.so.0, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 924 039,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 924 208,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 924 583,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376384, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 924 833,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 925 001,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337376032, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 925 455,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2150696, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 926 305,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29a76000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 926 452,kernel_1,1,syscall_entry_mprotect,"start=140102532079616, len=2097152, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 927 824,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 927 973,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29c82000, len=8192, prot=3, flags=2066, fd=5, offset=49152, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 929 255,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29c82000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 933 510,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 933 656,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 936 231,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 937 225,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 937 760,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libxcb-xfixes.so.0, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 939 254,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 939 410,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 939 768,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376336, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 940 010,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 940 249,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375984, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 940 709,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2125944, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 941 671,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c2986e000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 941 815,kernel_1,1,syscall_entry_mprotect,"start=140102529925120, len=2097152, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 943 487,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 943 630,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29a74000, len=8192, prot=3, flags=2066, fd=5, offset=24576, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 944 795,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29a74000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 948 891,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 949 042,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 951 268,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 952 236,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 952 749,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libxcb-render.so.0, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 954 173,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 954 341,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 954 652,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376288, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 954 877,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 955 113,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375936, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 955 422,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=4096, prot=3, flags=34, fd=-1, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 956 145,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c2bd9a000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 957 601,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2134216, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 958 480,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29664000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 958 624,kernel_1,1,syscall_entry_mprotect,"start=140102527799296, len=2093056, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 959 846,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 959 996,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c2986c000, len=8192, prot=3, flags=2066, fd=5, offset=32768, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 961 261,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c2986c000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 965 075,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 965 229,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 967 631,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 968 573,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 969 158,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libxcb-shape.so.0, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 970 572,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 970 727,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 971 039,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376240, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 971 280,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 971 529,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375888, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 971 955,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2109544, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 972 771,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29460000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 972 912,kernel_1,1,syscall_entry_mprotect,"start=140102525661184, len=2093056, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 974 150,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 974 295,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29662000, len=8192, prot=3, flags=2066, fd=5, offset=8192, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 975 422,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29662000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 979 506,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 979 650,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 981 661,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 982 610,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 983 190,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libxcb-sync.so.1, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 984 534,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 984 693,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 984 998,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376192, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 985 225,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 985 393,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375840, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 985 857,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2121928, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 986 643,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29259000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 986 787,kernel_1,1,syscall_entry_mprotect,"start=140102523543552, len=2097152, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 988 008,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.286 988 177,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c2945e000, len=8192, prot=3, flags=2066, fd=5, offset=20480, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 989 323,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c2945e000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.286 993 606,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 993 757,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 995 984,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 996 917,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 997 531,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libxshmfence.so.1, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 998 883,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.286 999 040,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 999 348,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376144, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.286 999 581,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.286 999 753,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375792, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.287 000 125,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=4096, prot=3, flags=34, fd=-1, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 000 676,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c2bd99000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 002 136,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2105472, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 002 857,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29056000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 003 008,kernel_1,1,syscall_entry_mprotect,"start=140102521417728, len=2097152, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.287 004 234,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.287 004 376,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29257000, len=8192, prot=3, flags=2066, fd=5, offset=4096, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 005 693,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29257000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 009 949,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 010 109,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 012 183,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 013 145,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 013 798,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libglapi.so.0, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 015 186,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 015 347,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.287 015 671,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376096, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.287 015 914,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.287 016 093,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375744, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.287 016 646,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2284024, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 017 532,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c28e28000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 017 697,kernel_1,1,syscall_entry_mprotect,"start=140102519296000, len=2093056, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.287 019 068,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.287 019 213,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29050000, len=20480, prot=3, flags=2066, fd=5, offset=163840, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 020 878,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29050000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 022 959,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c29055000, len=2552, prot=3, flags=50, fd=-1, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 024 266,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c29055000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 026 651,kernel_1,1,syscall_entry_close,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 026 786,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 030 035,kernel_1,1,syscall_entry_access,"filename=/etc/ld.so.nohwcap, mode=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 030 998,kernel_1,1,syscall_exit_access,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 031 803,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/libXdamage.so.1, flags=524288, mode=57344, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 033 206,kernel_1,1,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/open.c:0]
09:32:48.287 033 366,kernel_1,1,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.287 033 682,kernel_1,1,syscall_exit_read,"ret=832, buf=140727337376048, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/read_write.c:0]
09:32:48.287 033 936,kernel_1,1,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.287 034 181,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140727337375696, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[fs/stat.c:0]
09:32:48.287 034 668,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=2105544, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 035 551,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c28c25000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 035 701,kernel_1,1,syscall_entry_mprotect,"start=140102517026816, len=2093056, prot=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.287 036 906,kernel_1,1,syscall_exit_mprotect,"ret=0, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[mm/mprotect.c:0]
09:32:48.287 037 051,kernel_1,1,syscall_entry_mmap,"addr=0x7f6c28e26000, len=8192, prot=3, flags=2066, fd=5, offset=4096, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
09:32:48.287 038 252,kernel_1,1,syscall_exit_mmap,"ret=0x7f6c28e26000, context.packet_seq_num=0, context.cpu_id=1",5139.0,20.0,5139.0,[arch/x86/kernel:0]
